num_agents,edge_density,graph_type,dsan_temperature,num_actions,num_iterations,cost_range,y
50,0.99,complete,5.0,10,1000,501,232.8206820682068
10,0.5,complete,10.0,9,100,11,4.1818181818181825
100,0.99,erdos_renyi,5.0,9,100,51,24.2573705076182
75,0.1,barabasi_albert,1.0,8,200,101,27.261904761904763
10,0.5,erdos_renyi,2.0,4,200,11,3.980952380952381
90,0.1,barabasi_albert,0.75,3,100,51,12.784313725490195
10,0.9,erdos_renyi,5.0,7,200,4,1.7586265538768746
75,0.25,barabasi_albert,10.0,4,1000,501,129.80555555555554
75,0.9,complete,1.0,10,200,51,23.938592978240553
25,0.75,barabasi_albert,2.0,5,500,501,153.68627450980395
25,0.75,barabasi_albert,0.75,10,50,501,158.89215686274508
25,0.1,complete,5.0,3,1000,501,153.82222222222222
25,0.99,erdos_renyi,10.0,3,50,51,21.305203413704533
25,0.99,complete,10.0,4,200,4,1.898989898989899
90,0.9,erdos_renyi,1.0,8,100,501,237.7482504156375
50,0.75,erdos_renyi,5.0,8,1000,4,1.924457470022299
90,0.25,barabasi_albert,1.0,3,50,4,1.6136363636363635
90,0.75,barabasi_albert,5.0,6,50,101,37.57575757575757
50,0.75,erdos_renyi,1.0,5,500,101,44.626434141141395
10,0.25,complete,0.75,5,50,4,1.4545454545454544
10,0.9,erdos_renyi,5.0,10,50,101,38.58879492600423
100,0.1,complete,2.0,3,500,11,4.560942760942761
50,0.25,erdos_renyi,5.0,7,50,11,4.960752294300682
90,0.75,erdos_renyi,2.0,6,1000,4,1.9067944490855233
25,0.99,barabasi_albert,1.0,2,50,51,22.555555555555557
50,0.99,erdos_renyi,0.75,6,200,501,228.38646298735011
75,0.75,complete,10.0,8,50,501,231.8726573762614
25,0.1,barabasi_albert,2.0,8,100,4,1.3333333333333333
10,0.75,barabasi_albert,5.0,2,100,51,17.61111111111111
75,0.75,complete,1.0,3,500,101,46.37514015697582
75,0.75,complete,0.75,10,100,501,233.83437449943938
10,0.9,erdos_renyi,10.0,6,1000,4,1.7344173441734416
50,0.25,barabasi_albert,0.75,3,500,501,172.95833333333334
75,0.1,erdos_renyi,1.0,6,50,501,202.43346580581377
25,0.1,complete,0.75,8,1000,101,31.24444444444444
90,0.9,barabasi_albert,2.0,7,50,101,36.898734177215196
25,0.1,complete,2.0,9,50,101,34.24444444444445
90,0.99,barabasi_albert,2.0,6,1000,51,18.086206896551726
10,0.9,complete,1.0,3,50,4,1.6500000000000001
50,0.1,barabasi_albert,1.0,7,200,101,34.0
25,0.25,erdos_renyi,0.75,8,500,501,172.27834317662806
25,0.5,complete,2.0,4,1000,501,198.79777777777778
25,0.1,complete,5.0,3,200,501,171.82222222222222
75,0.1,erdos_renyi,0.75,7,200,4,1.7542692087944645
100,0.25,barabasi_albert,10.0,7,1000,4,1.782312925170068
10,0.9,erdos_renyi,1.0,8,100,4,1.6660412757973735
100,0.25,barabasi_albert,0.75,5,1000,501,148.51020408163265
10,0.75,erdos_renyi,2.0,10,50,51,20.06386554621849
10,0.5,barabasi_albert,2.0,6,500,51,9.916666666666666
90,0.99,barabasi_albert,5.0,9,100,11,4.908045977011494
90,0.99,complete,2.0,9,500,11,5.229734275142953
25,0.5,barabasi_albert,2.0,8,200,501,131.7246376811594
75,0.5,complete,2.0,5,500,101,45.2787791396299
75,0.25,complete,5.0,10,100,501,225.45791245791247
100,0.25,barabasi_albert,0.75,8,500,4,1.6190476190476188
75,0.1,erdos_renyi,5.0,3,50,501,197.07050601413928
75,0.99,complete,5.0,8,500,51,23.95668001456134
25,0.75,barabasi_albert,1.0,5,100,101,37.06862745098039
75,0.25,erdos_renyi,5.0,8,200,101,44.74805259982795
10,0.99,complete,10.0,10,100,51,19.863636363636363
50,0.25,barabasi_albert,1.0,6,200,501,127.25
25,0.25,complete,10.0,2,1000,4,1.8311111111111114
75,0.99,barabasi_albert,1.0,4,1000,101,36.432870370370374
25,0.99,complete,1.0,7,100,11,4.802469135802469
75,0.5,erdos_renyi,2.0,6,100,51,22.938459036195187
90,0.75,erdos_renyi,5.0,10,50,501,238.90585484957623
90,0.25,barabasi_albert,2.0,9,50,101,30.9469696969697
100,0.99,barabasi_albert,5.0,9,1000,101,40.17525773195876
90,0.1,barabasi_albert,0.75,4,50,11,3.0392156862745097
75,0.5,complete,2.0,9,100,101,46.87478971401106
25,0.9,erdos_renyi,1.0,7,1000,101,42.36147761988351
10,0.9,erdos_renyi,5.0,10,100,11,4.623180185290225
100,0.9,barabasi_albert,1.0,7,200,501,174.21212121212122
50,0.9,erdos_renyi,5.0,4,1000,501,222.95223194845826
75,0.99,erdos_renyi,0.75,7,1000,501,233.85320099050773
90,0.25,complete,2.0,3,500,501,216.0935730935731
75,0.5,barabasi_albert,5.0,4,50,501,164.99543378995432
100,0.99,erdos_renyi,0.75,9,50,4,1.9427903332764629
10,0.25,erdos_renyi,1.0,5,50,4,1.4743589743589745
25,0.75,erdos_renyi,2.0,5,500,11,4.629389078954989
25,0.99,complete,0.75,9,1000,4,1.8103254769921435
100,0.1,complete,10.0,7,200,501,207.76094276094275
75,0.99,complete,5.0,2,50,11,5.257371678194394
100,0.99,complete,2.0,7,1000,501,236.65360544217685
90,0.1,barabasi_albert,0.75,5,200,101,27.58823529411765
75,0.9,complete,0.75,3,50,4,1.886130022693899
25,0.9,barabasi_albert,5.0,10,200,4,1.764227642276423
25,0.1,complete,0.75,8,200,4,1.5777777777777777
90,0.25,complete,2.0,5,200,501,214.66999666999666
75,0.9,erdos_renyi,1.0,5,500,101,46.34861264916403
100,0.5,barabasi_albert,1.0,5,200,501,171.4183673469388
50,0.25,barabasi_albert,1.0,9,1000,501,131.76388888888889
100,0.75,complete,2.0,8,200,101,47.58315373563219
50,0.25,erdos_renyi,0.75,8,200,101,42.97662803528491
50,0.25,complete,0.75,2,100,51,22.371459694989102
100,0.25,barabasi_albert,5.0,10,500,101,31.122448979591837
25,0.5,complete,10.0,9,50,11,5.071111111111111
50,0.9,complete,5.0,8,100,501,227.11403508771932
100,0.5,erdos_renyi,0.75,4,500,501,226.90057451518052
10,0.75,barabasi_albert,0.75,10,50,501,148.69444444444446
90,0.25,barabasi_albert,2.0,4,1000,101,29.1969696969697
100,0.1,erdos_renyi,2.0,2,100,11,4.748070354776255
50,0.25,erdos_renyi,1.0,9,200,101,43.525696227814876
90,0.75,barabasi_albert,5.0,6,200,51,18.588383838383837
