num_agents,edge_density,graph_type,dsa_threshold,num_actions,num_iterations,cost_range,y
75,0.25,barabasi_albert,0.1,9,1000,11,4.694444444444444
100,0.5,barabasi_albert,0.99,2,100,101,36.9421768707483
50,0.5,barabasi_albert,0.5,3,50,101,43.21527777777777
10,0.5,complete,0.9,9,1000,101,37.98484848484849
25,0.9,complete,0.75,6,500,11,5.029629629629629
10,0.75,erdos_renyi,0.25,9,200,4,1.8124756335282648
100,0.9,complete,0.99,2,1000,101,47.81399176954733
50,0.99,barabasi_albert,0.75,2,200,11,4.803508771929824
50,0.5,erdos_renyi,0.25,5,200,501,241.69603289267502
50,0.5,barabasi_albert,0.1,5,50,4,1.8958333333333333
10,0.9,barabasi_albert,0.9,7,500,101,32.095238095238095
75,0.9,erdos_renyi,0.1,4,1000,51,25.11645008155725
50,0.5,complete,0.1,3,500,501,247.6693899782135
10,0.5,complete,0.75,7,500,101,37.24242424242424
75,0.1,barabasi_albert,0.1,7,100,11,4.642857142857143
75,0.75,erdos_renyi,0.99,10,50,51,24.564576055919996
50,0.25,complete,0.1,4,50,11,5.309368191721133
75,0.99,erdos_renyi,0.25,9,50,11,5.416157902512313
50,0.9,complete,0.1,6,1000,101,48.811252268602544
90,0.75,barabasi_albert,0.5,7,1000,501,212.55050505050505
25,0.5,erdos_renyi,0.5,3,200,51,23.467066045269036
90,0.9,erdos_renyi,0.25,8,100,4,1.9792139036750103
50,0.99,erdos_renyi,0.5,2,500,51,24.86337664594412
90,0.1,erdos_renyi,0.1,10,50,51,24.34935964366859
50,0.9,barabasi_albert,0.75,5,100,51,21.007751937984498
75,0.99,barabasi_albert,0.5,5,1000,501,217.4050925925926
10,0.9,complete,0.5,9,50,4,1.7833333333333332
50,0.99,complete,0.9,6,1000,4,1.904015401540154
25,0.9,erdos_renyi,0.99,5,100,51,22.340815269462468
75,0.1,barabasi_albert,0.9,3,200,101,27.071428571428573
10,0.5,erdos_renyi,0.75,10,1000,11,3.9442110177404293
25,0.5,barabasi_albert,0.25,4,200,501,209.13043478260872
90,0.25,barabasi_albert,0.99,8,500,101,36.553030303030305
50,0.25,erdos_renyi,0.25,5,50,51,24.022728476484843
75,0.5,barabasi_albert,0.9,3,500,101,34.92694063926941
90,0.99,erdos_renyi,0.25,4,200,101,49.972455837130916
50,0.99,complete,0.9,2,200,501,233.83773377337732
90,0.9,complete,0.75,2,200,4,1.9560673325934148
50,0.5,complete,0.9,7,50,101,46.98257080610022
10,0.5,barabasi_albert,0.75,7,50,4,1.375
25,0.99,barabasi_albert,0.1,3,500,4,1.8222222222222222
75,0.25,erdos_renyi,0.1,6,100,4,1.9586804251957073
25,0.1,complete,0.9,7,50,4,1.5999999999999999
25,0.9,complete,0.9,8,50,501,228.71234567901237
75,0.9,complete,0.99,8,200,11,5.235082098518222
50,0.99,barabasi_albert,0.99,9,100,101,41.90526315789473
25,0.1,erdos_renyi,0.5,4,100,51,20.951368806631965
50,0.75,erdos_renyi,0.75,3,500,501,230.90412149896292
25,0.25,barabasi_albert,0.25,2,50,101,50.15151515151515
100,0.9,complete,0.5,2,1000,501,246.94425738870186
75,0.25,complete,0.5,2,100,11,5.403078403078403
10,0.5,complete,0.75,8,50,101,40.42424242424243
90,0.99,barabasi_albert,0.25,10,100,101,46.666666666666664
25,0.5,erdos_renyi,0.5,3,50,11,5.038825454824443
90,0.1,erdos_renyi,0.99,9,500,501,216.22679347881822
75,0.9,erdos_renyi,0.1,10,100,501,247.29067876383496
50,0.5,complete,0.1,5,500,51,24.34313725490196
50,0.5,complete,0.9,6,1000,4,1.8420479302832244
90,0.1,erdos_renyi,0.1,2,50,4,2.0937263005510416
90,0.99,barabasi_albert,0.99,7,200,11,4.281609195402299
75,0.25,complete,0.5,9,1000,501,237.0976430976431
100,0.5,erdos_renyi,0.25,5,200,4,1.9740505176534857
90,0.1,barabasi_albert,0.75,9,100,51,18.215686274509803
50,0.99,complete,0.99,5,500,4,1.8567106710671066
100,0.5,erdos_renyi,0.25,10,100,51,24.97695458786984
90,0.99,complete,0.9,3,500,501,235.67869155734948
50,0.25,erdos_renyi,0.5,10,100,51,23.024680792324656
25,0.75,complete,0.99,10,1000,101,43.71555555555555
90,0.9,barabasi_albert,0.5,4,200,101,45.234177215189874
90,0.1,erdos_renyi,0.5,4,200,11,5.188719169813049
10,0.25,erdos_renyi,0.75,10,50,501,168.72727272727272
90,0.99,erdos_renyi,0.75,5,100,501,242.84915324488247
10,0.5,complete,0.25,5,50,101,45.72727272727273
25,0.25,erdos_renyi,0.25,6,200,51,23.218540920480276
25,0.5,complete,0.99,9,1000,4,1.7599999999999998
25,0.1,erdos_renyi,0.99,2,200,101,33.60289756841481
25,0.25,barabasi_albert,0.5,8,500,11,3.696969696969697
50,0.99,complete,0.1,5,1000,501,244.41886688668865
90,0.99,complete,0.1,8,100,11,5.444836865119409
25,0.5,barabasi_albert,0.25,6,200,101,40.52173913043478
10,0.9,erdos_renyi,0.99,5,500,501,177.5349206349206
50,0.9,erdos_renyi,0.99,7,50,501,235.82010146904312
25,0.1,barabasi_albert,0.1,2,200,4,1.9166666666666667
10,0.5,complete,0.99,10,500,501,184.37878787878788
25,0.25,complete,0.25,9,500,51,22.524444444444445
90,0.99,erdos_renyi,0.5,4,1000,11,5.350567706706161
25,0.9,erdos_renyi,0.5,3,1000,4,1.8988638429854128
100,0.75,complete,0.5,3,500,501,243.35488505747125
25,0.9,barabasi_albert,0.9,2,1000,101,36.15447154471544
10,0.9,barabasi_albert,0.5,7,50,501,179.33333333333334
90,0.9,complete,0.5,2,500,51,25.123473917869035
90,0.99,erdos_renyi,0.9,9,1000,11,5.322744372886806
50,0.9,complete,0.5,10,1000,4,1.9271022383545071
90,0.99,erdos_renyi,0.75,7,1000,51,24.6898392275172
25,0.25,complete,0.99,2,1000,51,19.817777777777778
10,0.75,complete,0.75,10,200,11,4.515151515151516
100,0.1,erdos_renyi,0.5,7,500,51,23.827092698255527
