num_agents,edge_density,graph_type,dsa_threshold,num_actions,num_iterations,cost_range,y
75,0.5,barabasi_albert,0.1,5,200,4,1.821917808219178
75,0.25,erdos_renyi,0.99,7,500,4,1.7638483965014577
10,0.1,erdos_renyi,0.75,5,50,4,1.0
90,0.5,complete,0.25,7,1000,51,24.405094905094906
90,0.9,erdos_renyi,0.9,6,500,51,24.27904421862126
75,0.99,complete,0.9,10,200,51,24.331998543866035
10,0.99,erdos_renyi,0.75,6,50,101,34.355555555555554
75,0.9,complete,0.1,8,50,4,1.9555466559871846
100,0.75,complete,0.1,5,1000,501,243.04498922413794
25,0.1,barabasi_albert,0.5,3,100,501,137.75
10,0.9,barabasi_albert,0.75,9,500,501,123.07142857142857
25,0.5,complete,0.99,7,50,4,1.7666666666666666
50,0.25,complete,0.25,6,500,51,23.026143790849673
50,0.5,complete,0.5,8,50,51,23.62091503267974
100,0.75,complete,0.5,5,500,51,24.32112068965517
90,0.99,complete,0.75,5,50,101,48.44803229061554
75,0.25,complete,0.5,2,1000,11,5.132756132756133
90,0.99,barabasi_albert,0.99,8,50,11,4.396551724137931
90,0.1,complete,0.75,7,100,4,1.7825
25,0.99,barabasi_albert,0.5,2,100,11,4.355555555555555
25,0.5,erdos_renyi,0.9,3,500,11,4.464968152866242
100,0.5,erdos_renyi,0.5,9,100,4,1.9471788715486193
90,0.9,barabasi_albert,0.25,7,50,501,224.77215189873417
100,0.99,erdos_renyi,0.5,7,100,51,24.87191011235955
75,0.25,barabasi_albert,0.75,9,100,4,1.3888888888888888
50,0.5,complete,0.9,8,200,101,44.60130718954248
100,0.1,erdos_renyi,0.25,8,1000,101,45.62549019607843
10,0.75,complete,0.1,6,100,4,1.606060606060606
10,0.75,barabasi_albert,0.9,4,200,101,26.916666666666668
90,0.1,barabasi_albert,0.1,5,50,51,16.58823529411765
90,0.75,complete,0.25,10,200,501,244.13752913752913
25,0.9,complete,0.9,9,1000,101,43.05185185185185
75,0.75,erdos_renyi,0.9,3,200,4,1.9096958174904943
75,0.1,complete,0.9,6,500,4,1.6714801444043321
100,0.1,erdos_renyi,0.25,2,1000,51,24.8781512605042
100,0.99,complete,0.75,2,200,101,48.769183673469385
90,0.99,erdos_renyi,0.99,5,200,501,233.29229607250755
90,0.99,complete,0.99,7,100,11,5.181130171543895
25,0.99,erdos_renyi,0.5,5,1000,4,1.8127090301003344
50,0.75,barabasi_albert,0.75,2,200,11,4.152777777777778
10,0.1,erdos_renyi,0.5,7,1000,51,2.6666666666666665
75,0.25,erdos_renyi,0.99,4,200,4,1.7579710144927536
90,0.5,barabasi_albert,0.5,5,500,51,19.772727272727273
10,0.75,erdos_renyi,0.1,7,500,101,37.22857142857143
75,0.99,barabasi_albert,0.75,7,1000,501,190.99305555555554
25,0.5,barabasi_albert,0.9,2,50,51,19.08695652173913
75,0.5,erdos_renyi,0.75,8,1000,11,5.176895306859206
90,0.1,erdos_renyi,0.9,5,50,4,1.7681159420289856
75,0.5,complete,0.9,3,200,11,4.997837058399424
50,0.5,erdos_renyi,0.9,9,500,501,227.67571884984025
25,0.5,erdos_renyi,0.99,5,50,101,39.90277777777778
10,0.5,complete,0.75,6,1000,101,23.363636363636363
25,0.1,complete,0.25,4,200,101,37.7
10,0.25,barabasi_albert,0.75,8,50,101,20.75
100,0.99,erdos_renyi,0.5,4,200,51,24.60692464358452
50,0.1,barabasi_albert,0.99,3,1000,4,1.1111111111111112
25,0.1,barabasi_albert,0.1,7,1000,4,1.0
25,0.99,complete,0.25,5,500,501,224.35353535353536
25,0.99,barabasi_albert,0.99,2,1000,51,20.08888888888889
100,0.9,complete,0.1,7,500,101,49.015039281705945
25,0.9,barabasi_albert,0.99,4,1000,101,30.975609756097562
100,0.1,complete,0.9,2,100,4,1.7717171717171718
25,0.75,complete,0.9,4,50,101,42.897777777777776
100,0.5,erdos_renyi,0.99,5,100,51,23.586152635719905
50,0.75,erdos_renyi,0.5,10,200,11,5.211221122112211
10,0.1,erdos_renyi,0.25,2,200,501,180.0
75,0.9,complete,0.5,3,200,51,24.316780136163395
100,0.99,barabasi_albert,0.5,7,1000,4,1.7628865979381443
100,0.75,erdos_renyi,0.75,2,1000,51,24.28636607622115
10,0.5,barabasi_albert,0.99,2,100,51,22.375
90,0.5,barabasi_albert,0.9,7,100,51,19.375
90,0.9,barabasi_albert,0.5,4,50,11,4.715189873417722
90,0.25,complete,0.25,2,1000,501,247.94805194805195
50,0.9,barabasi_albert,0.75,5,200,51,19.023255813953487
10,0.75,erdos_renyi,0.1,2,100,101,49.84375
50,0.5,complete,0.25,10,500,51,23.94281045751634
50,0.1,barabasi_albert,0.75,10,50,4,1.3333333333333333
100,0.25,complete,0.99,8,1000,501,223.8779304769604
100,0.5,erdos_renyi,0.5,6,200,501,240.28394568690095
25,0.25,erdos_renyi,0.75,6,50,101,41.45945945945946
50,0.99,erdos_renyi,0.9,7,50,501,233.56661184210526
50,0.99,barabasi_albert,0.75,10,100,4,1.6736842105263159
100,0.9,erdos_renyi,0.25,10,50,101,49.85740031538635
100,0.5,barabasi_albert,0.5,4,50,51,20.683673469387756
25,0.75,barabasi_albert,0.9,3,1000,4,1.411764705882353
